ACCESSION,NAME,TAXONOMY,ORIGIN,REPOSITORY,IMAGE,AVAILABILITY,RECEIVED,SOURCE TYPE,SOURCE DATE,COLLECTION SITE,COORDINATES,ELEVATION,HABITAT,IMPROVEMENT STATUS,NARRATIVE,NA,Var.18,Genus,Rank,Infraspecific,Species,Taxon
PI 618504,R. strigosus British Columbia,Rubus idaeus L. subsp. strigosus (Michx.) Focke,"British Columbia, Canada",COR,,Add to cart,1992,COLLECTED,1992,"Near Stewart, BC at Black Water Lake","55.90000000, -129.98333000",2900,"Near Stewart, BC at Black Waterlake",WILD,,1015510,PI 618504,Rubus,Subsp.,strigosus,Rubus idaeus,Rubus idaeus subsp. strigosus
PI 618516,R. odoratus AA #187-80B,Rubus odoratus L.,United States,COR,,Add to cart,1993,COLLECTED,,,,,,CULTIVATED,,1015701,PI 618516,Rubus,,,Rubus odoratus,Rubus odoratus  
PI 618538,R. macvaughianus 90-35-12,Rubus macvaughianus Rzed. & Calderón,"British Columbia, Canada",COR,,Add to cart,1991,DEVELOPED,,,,,,BREEDING,"Selected for resistance to the aphid vector of the raspberry mosaic virus complex, at Abbotsford",1014165,PI 618538,Rubus,,,Rubus macvaughianus,Rubus macvaughianus  
PI 638181,'Kiska',Rubus idaeus L. subsp. strigosus (Michx.) Focke,"Alaska, United States",COR,,Add to cart,1993,DEVELOPED,NEAR 1965,,,,,CULTIVAR,Alaskan name,1015815,PI 638181,Rubus,Subsp.,strigosus,Rubus idaeus,Rubus idaeus subsp. strigosus
PI 638183,'Kiowa',Rubus  hybr.,"Arkansas, United States",COR,,Add to cart,1997,DEVELOPED,11/24/1995,,,,,CULTIVAR,"Kiowa--(Patented) is the latest release from the Arkansas breeding program. Kiowa is erect growing, and very productive producing the largest fruit and providing the longest harvest season (6 weeks) of any of the previously released Arkansas cultivars. Kiowa is thorny and is not as erect as Shawnee but are self-supporting and do not require trellising. Kiowa will produce large fruit all season but overall tonnage yields for the year may not be as great as Shawnee but should be similar to Choctaw. Very large fruit, long harvest season. Sounds great. Order early--very limited quantities.",1544667,PI 638183,Rubus,,,Rubus hybr.,Rubus hybr.  
PI 638186,ORUS 1838,Rubus idaeus L. subsp. idaeus,"Oregon, United States",COR,,Add to cart,2001,DONATED,3/8/2001,,,,,CULTIVAR,Francis J. Lawrence cross,1612432,PI 638186,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638187,ORUS 1780-B,Rubus idaeus L. subsp. idaeus,"Oregon, United States",COR,,Add to cart,2001,DONATED,3/8/2001,,,,,CULTIVAR,France J. Lawrence cross and selection,1612433,PI 638187,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638188,ORUS 1994,Rubus idaeus L. subsp. idaeus,"Oregon, United States",COR,,Add to cart,2001,DONATED,3/8/2001,,,,,CULTIVAR,Francis J. Lawrence cross,1612434,PI 638188,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638205,'Cowichan',Rubus idaeus L. subsp. idaeus,"British Columbia, Canada",COR,,Add to cart,2002,DONATED,3/28/2002,,,,,CULTIVAR,"Fruit: Large, proght, glossy medium red, excellent quality with good flavor, most similar to Tulameen by firmer, easy to harvest. Plant: moderately productive, vigorous, upright, sturdy floricanes with medium length, upright, stiff laterals with well spaced fruit, abundant red to purple primocanes, short spines on lower part of cane are not objectionable. Susceptible to cane Botrytis and to spur blight, may have some resistance to root rot, to date has not become naturally infected with raspberry bushy dwarf vius, resistant to common strain of North American aphid vector of the raspberry mosaic virus complex. HortScience 37(2):265COWICHAN (2001) - raspberry.  Derived from a Halkomelem First Nation's word meaning 'warm country' or 'warmed by the sun'. The name originated because of a large rock formation, on the side of Mt. Tzuhalem, supposedly resembling a frog basking in the sun.The 'Cowichan' cultivar produces larger, firm fruit of good quality. Plants may have resistance to raspberry bushy dwarf virus and to Phytophthora-incited root rot.  It is too soon, after its release, to predict level of acceptance.Hugh Daubney and Chaim Kempler cultivar release Cross made in 1987, selected in 1990, introduced in 2001English Translation= Halkomelem First Nation's word : ""warmed by the sun""NAMED FOR= Mt. Tzuhalem rock formation like a frog basking in the sun",1636907,PI 638205,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638222,R. strigosus Colorado OCJ-39,Rubus idaeus L. subsp. strigosus (Michx.) Focke,"Colorado, United States",COR,,Add to cart,2002,COLLECTED,9/16/2002,"South off US-50 on S-149, then south 1.5 miles on County Road 31. Willow creek, Gunnison River Watershed.","38.45250000, -107.05861000",2478,Aspect: NE Associated vegetation: Populus deltoides and Rosa,WILD,,1642364,PI 638222,Rubus,Subsp.,strigosus,Rubus idaeus,Rubus idaeus subsp. strigosus
PI 638223,R. hawaiiensis M-04,Rubus hawaiensis A. Gray,"Hawaii, United States",COR,,Add to cart,2002,COLLECTED,5/24/2002,Maui: Waipoli Road into Polipoli State Park.,"20.72278000, -156.30722000",1631,,WILD,,1642365,PI 638223,Rubus,,,Rubus hawaiensis,Rubus hawaiensis  
PI 638224,R. hawaiiensis M-05,Rubus hawaiensis A. Gray,"Hawaii, United States",COR,,Add to cart,2002,COLLECTED,5/24/2002,Maui: Waipoli Road into Polipoli State Park.,"20.71028000, -156.30444000",1987,,WILD,,1642366,PI 638224,Rubus,,,Rubus hawaiensis,Rubus hawaiensis  
PI 638225,R. hawaiiensis M-06,Rubus hawaiensis A. Gray,"Hawaii, United States",COR,,Add to cart,2002,COLLECTED,5/24/2002,"Maui: Waipoli Road into Polipoli State Park, about 1 mile past site M-05","20.69889000, -156.31306000",1997,,WILD,,1642367,PI 638225,Rubus,,,Rubus hawaiensis,Rubus hawaiensis  
PI 638227,'Chinook',Rubus idaeus L. subsp. idaeus,"Oregon, United States",COR,,Add to cart,2003,DEVELOPED,,,,,,CULTIVAR,"CHINOOK ripens its primocane crop 7-12 days before 'Heritage' the most widely grown primocane-fruiting cultivar in the world. CHINOOK has had very high yields (20356 kg/ha); similar to 'Heritage' (20352 kg/ha). The fruit are more round than conic, extremely firm, and dry, with an attractive red color similar to 'Heritage'; The fruit are much larger than 'Heritage' (3.1-3.7 g vs 2.3-2.5 g). The fruit pick easily from the plant when ripe, however, commercial growers must train pickers carefully on the appropriate stage for picking as red, but underripe, fruit can be difficult to pick. Fruit flavor has been rated as similar to or slightly better than 'Heritage' and is similar to 'Summit'. CHINOOK can be shipped long distances, much better than 'Autumn Bliss', in part because of its fruit firmness and skin toughness. CHINOOK has been successfully air-freighted from the Pacific Northwest to the East Coast of the U.S. by commercial producers. While CHINOOK will mostly be grown for its fresh crop, it processes well as an individually quick frozen (IQF) product. CHINOOK plants are vigorous but shorter (1.55 m, ~38 nodes) than Heritage (1.64 m, ~43 nodes). The canes are slightly smaller in diameter than 'Heritage' and they are not as sturdy. The combination of heavy fruit load and less sturdy canes produces a plant that must be supported. CHINOOK produces more canes than does 'Heritage'. While CHINOOK has on average 5 node shorter canes than 'Heritage', the average number of fruiting nodes is only 1.4 less than 'Heritage' (16.4 vs 17.8). The spines on CHINOOK canes are infrequent with 2-3 purple spines per internode compared to 8-10 for 'Heritage'. CHINOOK is expected to be susceptible to the common strain of raspberry bushy dwarf virus (RBDV), however, CHINOOK has shown no particular susceptibility to fungal diseases. Very little botrytis fruit rot (Botrytis cinerea) has been seen on CHINOOK, although it ripens in the Pacific Northwest at a time when there is very little rain suggesting avoidance rather than resistance. When it has been planted in commercial fields infected with root rot, presumably Phytophthora fragariae var. rubi, it has not shown symptoms of the disease. CHINOOK is introduced as an early-ripening, primocane-fruiting berry for the fresh market where its production of early season, high quality, very firm fruit and high yields will make it a preferred berry for fresh market sales. CHINOOK nuclear stock has tested negative for tomato ringspot, raspberry bushy dwarf, and tobacco streak viruses by ELISA and has indexed negative on grafting to R. occidentalis. CHINOOK is not patented. However, when this germplasm contributes to the development of a new cultivar, hybrid, or germplasm, it is requested that appropriate recognition be given to the source. Further information or a list of nurseries propagating CHINOOK is available on written request to Chad Finn; USDA-ARS, Northwest Center for Small Fruit Research; Horticultural Crops Research Laboratory; 3420 NW Orchard Ave.; Corvallis, Oregon 97330. The USDA-ARS does not sell plants. In addition, genetic material of this release has been deposited in the National Plant Germplasm System, where it will be available for research purposes, including development and commercialization of new cultivars.",1646445,PI 638227,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638228,R. armeniacus,Rubus armeniacus Focke,"Oregon, United States",COR,,Add to cart,2003,COLLECTED,5/2/2003,,,,,WILD,,1646447,PI 638228,Rubus,,,Rubus armeniacus,Rubus armeniacus  
PI 638230,R. armeniacus,Rubus armeniacus Focke,"Oregon, United States",COR,,Add to cart,2003,COLLECTED,5/2/2003,,,,,WILD,,1646449,PI 638230,Rubus,,,Rubus armeniacus,Rubus armeniacus  
PI 638232,R. trivialis,Rubus trivialis Michx.,"Louisiana, United States",COR,,Add to cart,2002,COLLECTED,2-Sep,Rapides Parish,"31.55999000, -93.01000000",0,,WILD,,1648394,PI 638232,Rubus,,,Rubus trivialis,Rubus trivialis  
PI 638242,R. strigosus North Dakota DC2001-6,Rubus idaeus L. subsp. strigosus (Michx.) Focke,"North Dakota, United States",COR,,Add to cart,2003,COLLECTED,10/9/2001,One-tenth mile north of county road 2 along west side of River Road opposite some farm buildings.,"48.96778000, -101.94972000",495,Upper flood plain of Souris River  with Crataegus sp. and Humulus lupulus.,WILD,Douglas Cook collection from North Dakota.,1648405,PI 638242,Rubus,Subsp.,strigosus,Rubus idaeus,Rubus idaeus subsp. strigosus
PI 638243,R. occidentalis Manasquan Reservoir,Rubus occidentalis L.,"New Jersey, United States",COR,,Add to cart,2003,COLLECTED,3-Jul,"Along trail around the Manasquan Reservoir in Howell, Monmouth County, New Jersey.","40.18361000, -74.20917000",33,,WILD,Location collected.,1648826,PI 638243,Rubus,,,Rubus occidentalis,Rubus occidentalis  
PI 638247,R. odoratus Beaver Lake Rail Trail,Rubus odoratus L.,"New Jersey, United States",COR,,Add to cart,2003,COLLECTED,3-Aug,"Beaver Lake rail trail, Ogdensburg, Sussex County, New Jersey.","41.07806000, -74.56000000",390,,WILD,A sample fruit had 145 drupelets with small seeds. Ripe fruit separated whole from the receptacle easily.,1648830,PI 638247,Rubus,,,Rubus odoratus,Rubus odoratus  
PI 638250,R. strigosus Arizona OJ-2003-10,Rubus idaeus L. subsp. strigosus (Michx.) Focke,"Arizona, United States",COR,,Add to cart,2003,COLLECTED,9/15/2003,"Cochise county, Chiricahua Mountain, along crest trail, Long Park to Chiricahua Peak.","31.86861000, -109.28500000",2835,,WILD,Jim Oliphant and Jodi Jackson collection.,1649776,PI 638250,Rubus,Subsp.,strigosus,Rubus idaeus,Rubus idaeus subsp. strigosus
PI 638254,R. laciniatus DC2003-16,Rubus laciniatus Willd.,"British Columbia, Canada",COR,,Add to cart,2003,COLLECTED,10/13/2003,"Cowichan River delta, along Tzouhalem Road, southeast of Duncan.","48.76222000, -123.64417000",2,"Rosa sp., Creteagus sp., Sambucus sp. and Symphoracarpos sp.",WILD,"Douglas Cook collection from BC, Canada.",1650184,PI 638254,Rubus,,,Rubus laciniatus,Rubus laciniatus  
PI 638259,'Obsidian',Rubus  hybr.,"Oregon, United States",COR,,Add to cart,2004,DEVELOPED,2004,,,,,CULTIVAR,"'Obsidian' is a very early ripening, high yielding, vigorous cultivar with large fruit that have excellent fresh fruit quality. In 1995, 'Obsidian', tested as ORUS 1369-3, was selected from a cross between ORUS 828-43 and ORUS 1122-1 made in 1993. Both parents of 'Obsidian' have complex pedigrees but 'Marion', 'Olallie', and OSC 878 ('Jenner' x 'Eldorado') figured prominently in their backgrounds.",1652022,PI 638259,Rubus,,,Rubus hybr.,Rubus hybr.  
PI 638262,'Metolius',Rubus  hybr.,"Oregon, United States",COR,,Add to cart,2004,DEVELOPED,2004,,,,,CULTIVAR,"In 1997, 'Metolius', tested asORUS 1452-I,was selected from a 1994 cross between 'Douglass' and 'Kotata' (Fig. 1). 'Douglass' (IJSPP8423; Douglass, 1993) is an early thornlesstrailing blackberry with soft fruit but excellentflavor. While 'Douglass' was developed by aprivate breeder, several of its progenitors wereoriginally from the USDA?ARS program in Corvallis. Although, 'Douglass' parents were published in the patent. the full pedigree has notbeen published previously. 'Kotata' is an earlyto midseason commercial trailing cultivar thatis very thorny, has good yield and has excel-lent fruit quality. While 'Kotata' fruit must behandled gently, it can be shipped in the wholesale fresh market. The ploidy level of 'Metolius' is unknown and is difficult to estimate. The mater-nal parent 'Kotata' is heptaploid (2n = 7x =49)and paternal 'Douglass' is octoploid (2n = 8x =56)(Meng and Finn, 2002: Thompson. 1995).'Metolius' is being released primarily due to itssuperior performance as a very early ripeningfresh market berry. The cultivar is named after a famous Oregon trout fishing river that emerges from a large spring at the base of Black Butte, in the central Oregon Cascade Mountains.",1652025,PI 638262,Rubus,,,Rubus hybr.,Rubus hybr.  
PI 638263,'Nightfall',Rubus  hybr.,"Oregon, United States",COR,,Add to cart,2004,DEVELOPED,2004,,,,,CULTIVAR,"'Nightfall' is a thornless trailing blackberry from the US Department of Agriculture, Agricultural Research Service breeding program in Corvallis Oregon, released in cooperation with the Oregon State University Agricultural Experiment Station and the Washington State University Agricultural Research Center. 'Nightfall' has yields and fruit quality similar to 'Marion'. The plants are thornless and adapted to machine harvesting. Ploidy is hexaploid (2n = 6x = 42).",1652026,PI 638263,Rubus,,,Rubus hybr.,Rubus hybr.  
PI 638309,'R. gliacus variegated',Rubus armeniacus Focke,"Oregon, United States",COR,,Add to cart,2004,DONATED,7/26/2004,,,,,CULTIVAR,"Variegated Blackberry - Rubus armeniacus 'Variegatus'. Chimeral chlorophyll mutation expressed as white leaf margins. Dancing Oaks Nursery obtained clone from Philip Curtis Farms, Oregon City, Oregon.  Originally received as a R. ursinus but was re-identified to R. armeniacus.reidentified to R. armeniacus Originally received as R. ursinus",1662011,PI 638309,Rubus,,,Rubus armeniacus,Rubus armeniacus  
PI 638312,R. odoratus Tripple Brook OP,Rubus odoratus L.,"New Jersey, United States",COR,,Add to cart,2004,DONATED,8/19/2004,,,,,CULTIVATED,,1662878,PI 638312,Rubus,,,Rubus odoratus,Rubus odoratus  
PI 638318,R. ursinus LIG 2-6,Rubus ursinus Cham. & Schltdl.,"Oregon, United States",COR,,Add to cart,2004,DEVELOPED,1998,,,,,BREEDING,"In 1993 and 1994 we collected a great deal of Rubus ursinus from the Pacific Northwest as seed as well as vegetative cuttings. We grew these populations out in a common garden and used a number of parents in crosses. While we began with several thousand seedlings we have culled that down to about a dozen. These were either chosen as superior clones, representatives of superior populations, or in an attempt to keep the selection of R. ursinus germplasm broad.by Chad Finn, Jim Luby, Rick Harrison, and Herbert Hoover in 1993. Elevation 792 m. Tested as having a ploidy of 12x by flow cytometry by Meng (1998). Collected as cutting. Originally selected for large crop, medium fruit, decent foliar disease tolerance. IN trials in BC, was susceptible to foliar disease, and was not very vigorous. Has been an excellent parent in crosses with 'Douglass' (8x), 'Black Butte' (6x) and 'Waldo' (6x thornless). Siblings have also been good selections.",1664008,PI 638318,Rubus,,,Rubus ursinus,Rubus ursinus  
PI 638319,'Perron's Red',Rubus idaeus L. subsp. idaeus,Canada,COR,,Add to cart,2004,DEVELOPED,1987,,,,,CULTIVAR,"Origin in Quebec, Canada, by W.H. Perron and Company. Selected in 1977, introduced in 1987. Fruit: large; conic; medium red, slightly more glossy than Heritage; less firm than Heritage; produced on primocanes; season similar to Heritage in British Columbia. Plant: vigorous; numerous canes, fairly erect, glabrous, light green with some red overlay, purple spines. Susceptable to the North American aphid vector raspberry mosaic virus complex.W.H. Perron 1987 release.",1664009,PI 638319,Rubus,Subsp.,idaeus,Rubus idaeus,Rubus idaeus subsp. idaeus
PI 638321,ORUS 1117-11,Rubus  hybr.,"Oregon, United States",COR,,Add to cart,2004,DONATED,9/12/2004,,,,,BREEDING,Trailing blackberry. For processing market. Thornless (Austin Thornless source). Later ripening than Waldo.  Bridges gap between trailing and semi-erect season; Yield greater than Marion. Berry size similar to or smaller than Marion (about 5 g),1664011,PI 638321,Rubus,,,Rubus hybr.,Rubus hybr.  
