TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Spiraea douglasii var. menziesii,Spiraea,Spiraea douglasii,var.,menziesii,Montane Cordillera
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Boreal Cordillera
Schoenoplectus acutus var. occidentalis,Schoenoplectus,Schoenoplectus acutus,var.,occidentalis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix arctica,Salix,Salix arctica,,,North Cascades
Salix barclayi,Salix,Salix barclayi,,,North Cascades
Schoenoplectus acutus var. occidentalis,Schoenoplectus,Schoenoplectus acutus,var.,occidentalis,Canadian Rocky Mountains
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Boreal Cordillera
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Pacific Northwest Coast
Rubus pensilvanicus,Rubus,Rubus pensilvanicus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Okanagan
Trifolium wormskioldii,Trifolium,Trifolium wormskioldii,,,Canadian Rocky Mountains
Salix barclayi,Salix,Salix barclayi,,,Okanagan
Salix richardsonii,Salix,Salix richardsonii,,,Boreal Cordillera
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Boreal Cordillera
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,North Cascades
Salix barclayi,Salix,Salix barclayi,,,Yukon Plateau And Flats
Salix barclayi,Salix,Salix barclayi,,,Taiga Plains
Salix scouleriana,Salix,Salix scouleriana,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Montane Cordillera
Salix exigua,Salix,Salix exigua,,,Yukon Plateau And Flats
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,S.E. Alaska - B.C. Coastal Forest And Mountains
Thuja plicata,Thuja,Thuja plicata,,,Boreal Plains
Salix arctica,Salix,Salix arctica,,,Western Taiga Shield
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Salix richardsonii,Salix,Salix richardsonii,,,Yukon Plateau And Flats
Salix planifolia,Salix,Salix planifolia,,,Okanagan
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,Taiga Plains
Spiraea douglasii var. menziesii,Spiraea,Spiraea douglasii,var.,menziesii,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Trifolium microcephalum,Trifolium,Trifolium microcephalum,,,Okanagan
Spiraea douglasii var. menziesii,Spiraea,Spiraea douglasii,var.,menziesii,Pacific Northwest Coast
Rubus nutkanus,Rubus,Rubus nutkanus,,,Boreal Cordillera
Salix richardsonii,Salix,Salix richardsonii,,,Alaska-Yukon Arctic
Typha latifolia,Typha,Typha latifolia,,,Southern Arctic
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Gulf Of Alaska Mountains And Fjordlands
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Montane Cordillera
Rubus nutkanus,Rubus,Rubus nutkanus,,,Pacific Northwest Coast
Rubus flagellaris,Rubus,Rubus flagellaris,,,Superior Mixed Forest
Triglochin maritima,Triglochin,Triglochin maritima,,,Taiga Cordillera
Rubus spectabilis,Rubus,Rubus spectabilis,,,Taiga Plains
Rumex occidentalis,Rumex,Rumex occidentalis,,,Eastern Taiga Shield
Triglochin maritima,Triglochin,Triglochin maritima,,,Southern Arctic
Rumex occidentalis,Rumex,Rumex occidentalis,,,Southern Arctic
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,St. Lawrence - Champlain Valley
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Superior Mixed Forest
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Boreal Shield
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Montane Cordillera
Salix richardsonii,Salix,Salix richardsonii,,,Montane Cordillera
Salix sitchensis,Salix,Salix sitchensis,,,Boreal Cordillera
Trifolium oliganthum,Trifolium,Trifolium oliganthum,,,Pacific Northwest Coast
Salix reticulata,Salix,Salix reticulata,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Salix barclayi,Salix,Salix barclayi,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,S.E. Alaska - B.C. Coastal Forest And Mountains
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,Montane Cordillera
Salix barclayi,Salix,Salix barclayi,,,Pacific Northwest Coast
Trifolium cyathiferum,Trifolium,Trifolium cyathiferum,,,Okanagan
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,Pacific Northwest Coast
Urtica dioica,Urtica,Urtica dioica,,,Alaska Range
Sedum oreganum,Sedum,Sedum oreganum,,,Montane Cordillera
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Montane Cordillera
Rumex occidentalis,Rumex,Rumex occidentalis,,,Canadian Rocky Mountains
Trifolium variegatum,Trifolium,Trifolium variegatum,,,Pacific Northwest Coast
Salix exigua,Salix,Salix exigua,,,Boreal Cordillera
Salix barclayi,Salix,Salix barclayi,,,Alaska Range
Salix exigua,Salix,Salix exigua,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,Alaska Range
Rubus nutkanus,Rubus,Rubus nutkanus,,,Superior Mixed Forest
Rubus lasiococcus,Rubus,Rubus lasiococcus,,,Pacific Northwest Coast
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Okanagan
Sium suave,Sium,Sium suave,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Salix lucida,Salix,Salix lucida,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Rubus pedatus,Rubus,Rubus pedatus,,,Taiga Plains
Sorbus sitchensis,Sorbus,Sorbus sitchensis,,,Boreal Cordillera
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Taiga Plains
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Okanagan
Salix reticulata,Salix,Salix reticulata,,,North Cascades
Trifolium cyathiferum,Trifolium,Trifolium cyathiferum,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Trifolium microcephalum,Trifolium,Trifolium microcephalum,,,Canadian Rocky Mountains
Trifolium depauperatum,Trifolium,Trifolium depauperatum,,,Pacific Northwest Coast
Triglochin maritima,Triglochin,Triglochin maritima,,,Yukon Plateau And Flats
Salix barclayi,Salix,Salix barclayi,,,Boreal Plains
Rumex occidentalis,Rumex,Rumex occidentalis,,,Taiga Plains
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Canadian Rocky Mountains
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Canadian Rocky Mountains
Salix pulchra,Salix,Salix pulchra,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Salix pulchra,Salix,Salix pulchra,,,Gulf Of Alaska Mountains And Fjordlands
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Hudson Plains
Sedum spathulifolium var. pruinosum,Sedum,Sedum spathulifolium,var.,pruinosum,Montane Cordillera
Sorbus sitchensis var. grayi,Sorbus,Sorbus sitchensis,var.,grayi,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix barclayi,Salix,Salix barclayi,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Salix arctica,Salix,Salix arctica,,,Northern Appalachian / Acadian
Salix scouleriana,Salix,Salix scouleriana,,,Boreal Shield
Salix richardsonii,Salix,Salix richardsonii,,,Northern Appalachian / Acadian
Ulmus americana,Ulmus,Ulmus americana,,,Hudson Plains
Tilia americana,Tilia,Tilia americana,,,Boreal Plains
Salix arctophila,Salix,Salix arctophila,,,Northern Appalachian / Acadian
Salix sitchensis,Salix,Salix sitchensis,,,Boreal Shield
Rubus idaeus,Rubus,Rubus idaeus,,,Arctic Cordillera
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Hudson Plains
Taxus canadensis,Taxus,Taxus canadensis,,,Hudson Plains
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Hudson Plains
Salix exigua,Salix,Salix exigua,,,Hudson Plains
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Superior Mixed Forest
Salix reticulata,Salix,Salix reticulata,,,Western Taiga Shield
Urtica dioica,Urtica,Urtica dioica,,,Western Taiga Shield
Sorbus americana,Sorbus,Sorbus americana,,,Northern Tallgrass Prairie
Salix planifolia,Salix,Salix planifolia,,,Aspen Parkland
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Canadian Rocky Mountains
Spiraea douglasii var. douglasii,Spiraea,Spiraea douglasii,var.,douglasii,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Northern Appalachian / Acadian
Salix exigua,Salix,Salix exigua,,,Boreal Plains
Salix planifolia,Salix,Salix planifolia,,,Western Taiga Shield
Salix arctophila,Salix,Salix arctophila,,,Western Taiga Shield
Salix richardsonii,Salix,Salix richardsonii,,,Western Taiga Shield
Sanicula marilandica,Sanicula,Sanicula marilandica,,,Hudson Plains
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Eastern Taiga Shield
Triglochin maritima,Triglochin,Triglochin maritima,,,Western Taiga Shield
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Taiga Plains
Rubus nutkanus,Rubus,Rubus nutkanus,,,Great Lakes
Salix arctophila,Salix,Salix arctophila,,,Taiga Plains
Vaccinium nubigenum,Vaccinium,Vaccinium nubigenum,,,Northern Appalachian / Acadian
Rubus chamaemorus,Rubus,Rubus chamaemorus,,,Arctic Cordillera
Salix arctica,Salix,Salix arctica,,,Taiga Plains
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Boreal Shield
Salix exigua,Salix,Salix exigua,,,Northern Great Plains Steppe
Salix exigua,Salix,Salix exigua,,,Taiga Plains
Salix reticulata,Salix,Salix reticulata,,,Gulf Of Alaska Mountains And Fjordlands
Rubus idaeus subsp. idaeus,Rubus,Rubus idaeus,subsp.,idaeus,Northern Appalachian / Acadian
Salix exigua,Salix,Salix exigua,,,Boreal Shield
Salix exigua,Salix,Salix exigua,,,Western Taiga Shield
Salix arctica,Salix,Salix arctica,,,Boreal Plains
Rubus nutkanus,Rubus,Rubus nutkanus,,,Boreal Shield
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Hudson Plains
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Eastern Taiga Shield
Salix sitchensis,Salix,Salix sitchensis,,,Boreal Plains
Sagittaria latifolia,Sagittaria,Sagittaria latifolia,,,Hudson Plains
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Aspen Parkland
Sorbus decora,Sorbus,Sorbus decora,,,Boreal Plains
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Montane Cordillera
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Superior Mixed Forest
Salix arctophila,Salix,Salix arctophila,,,Yukon Plateau And Flats
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Boreal Plains
Salix scouleriana,Salix,Salix scouleriana,,,Fescue-Mixed Grass Prairie
Salix scouleriana,Salix,Salix scouleriana,,,Northern Great Plains Steppe
Tsuga heterophylla,Tsuga,Tsuga heterophylla,,,Boreal Cordillera
Symphoricarpos albus,Symphoricarpos,Symphoricarpos albus,,,Taiga Plains
Salix arctophila,Salix,Salix arctophila,,,Alaska-Yukon Arctic
Sedum spathulifolium,Sedum,Sedum spathulifolium,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Schoenoplectus acutus var. acutus,Schoenoplectus,Schoenoplectus acutus,var.,acutus,Western Taiga Shield
Salix exigua,Salix,Salix exigua,,,Superior Mixed Forest
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Taiga Cordillera
Salix arctophila,Salix,Salix arctophila,,,Taiga Cordillera
Salix richardsonii,Salix,Salix richardsonii,,,Hudson Plains
Salix arctica,Salix,Salix arctica,,,Great Lakes
Rubus idaeus subsp. strigosus,Rubus,Rubus idaeus,subsp.,strigosus,Southern Arctic
Sium suave,Sium,Sium suave,,,Eastern Taiga Shield
Salix richardsonii,Salix,Salix richardsonii,,,Alaska Range
Taxus canadensis,Taxus,Taxus canadensis,,,Aspen Parkland
Salix planifolia,Salix,Salix planifolia,,,Northern Tallgrass Prairie
Salix exigua,Salix,Salix exigua,,,Northern Tallgrass Prairie
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Boreal Plains
Thuja occidentalis,Thuja,Thuja occidentalis,,,Aspen Parkland
Salix lucida subsp. lasiandra,Salix,Salix lucida,subsp.,lasiandra,Boreal Cordillera
Rumex occidentalis,Rumex,Rumex occidentalis,,,Pacific Northwest Coast
Vaccinium nubigenum,Vaccinium,Vaccinium nubigenum,,,Fescue-Mixed Grass Prairie
Triglochin maritima,Triglochin,Triglochin maritima,,,Alaska-Yukon Arctic
Sorbus scopulina,Sorbus,Sorbus scopulina,,,Aspen Parkland
Salix barclayi,Salix,Salix barclayi,,,Aspen Parkland
Tradescantia virginiana,Tradescantia,Tradescantia virginiana,,,Northern Appalachian / Acadian
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Pacific Northwest Coast
Salix sitchensis,Salix,Salix sitchensis,,,Southern Arctic
Salix reticulata,Salix,Salix reticulata,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Sorbus americana,Sorbus,Sorbus americana,,,Hudson Plains
Rumex occidentalis,Rumex,Rumex occidentalis,,,St. Lawrence - Champlain Valley
Salix barclayi,Salix,Salix barclayi,,,Western Taiga Shield
Salix lucida,Salix,Salix lucida,,,Western Taiga Shield
Salix lucida,Salix,Salix lucida,,,Aspen Parkland
Salix planifolia,Salix,Salix planifolia,,,Fescue-Mixed Grass Prairie
Salix scouleriana,Salix,Salix scouleriana,,,Aspen Parkland
Rubus nutkanus,Rubus,Rubus nutkanus,,,Boreal Plains
Schoenoplectus acutus,Schoenoplectus,Schoenoplectus acutus,,,Taiga Plains
Salix barclayi,Salix,Salix barclayi,,,Northern Appalachian / Acadian
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,sitchensis,Boreal Shield
Rumex occidentalis,Rumex,Rumex occidentalis,,,Northern Appalachian / Acadian
Tilia americana,Tilia,Tilia americana,,,Fescue-Mixed Grass Prairie
Salix reticulata,Salix,Salix reticulata,,,Northern Appalachian / Acadian
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,laevigatus,Fescue-Mixed Grass Prairie
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,albus,Northern Appalachian / Acadian
Shepherdia canadensis,Shepherdia,Shepherdia canadensis,,,Arctic Cordillera
Trifolium variegatum,Trifolium,Trifolium variegatum,,,Okanagan
Vaccinium angustifolium,Vaccinium,Vaccinium angustifolium,,,Arctic Cordillera
Taxus canadensis,Taxus,Taxus canadensis,,,Arctic Cordillera
Viburnum edule,Viburnum,Viburnum edule,,,Montane Cordillera
Vaccinium ovatum,Vaccinium,Vaccinium ovatum,,,Pacific Northwest Coast
Vaccinium parvifolium,Vaccinium,Vaccinium parvifolium,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Vitis riparia,Vitis,Vitis riparia,,,Great Lakes
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,,Aspen Parkland
Viburnum opulus,Viburnum,Viburnum opulus,,,St. Lawrence - Champlain Valley
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Viburnum acerifolium,Viburnum,Viburnum acerifolium,,,Great Lakes
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,Great Lakes
Vaccinium parvifolium,Vaccinium,Vaccinium parvifolium,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Boreal Cordillera
Viburnum nudum,Viburnum,Viburnum nudum,,,Northern Appalachian / Acadian
Vaccinium parvifolium,Vaccinium,Vaccinium parvifolium,,,Pacific Northwest Coast
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,,Great Lakes
Vaccinium macrocarpum,Vaccinium,Vaccinium macrocarpum,,,Northern Appalachian / Acadian
Vaccinium macrocarpum,Vaccinium,Vaccinium macrocarpum,,,Boreal Shield
Viburnum lantana,Viburnum,Viburnum lantana,,,St. Lawrence - Champlain Valley
Viburnum edule,Viburnum,Viburnum edule,,,Boreal Cordillera
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,,Okanagan
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Viburnum lentago,Viburnum,Viburnum lentago,,,Great Lakes
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,,Boreal Shield
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,,Boreal Cordillera
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,,Northern Tallgrass Prairie
Viburnum opulus,Viburnum,Viburnum opulus,,,Great Lakes
Viburnum lentago,Viburnum,Viburnum lentago,,,St. Lawrence - Champlain Valley
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Boreal Shield
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,americanum,St. Lawrence - Champlain Valley
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,,North Cascades
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,,Boreal Shield
Vitis riparia,Vitis,Vitis riparia,,,St. Lawrence - Champlain Valley
Viburnum edule,Viburnum,Viburnum edule,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Viburnum nudum,Viburnum,Viburnum nudum,,,Great Lakes
Viburnum nudum var. cassinoides,Viburnum,Viburnum nudum,var.,cassinoides,Northern Appalachian / Acadian
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,Canadian Rocky Mountains
Viburnum recognitum,Viburnum,Viburnum recognitum,,,St. Lawrence - Champlain Valley
Vaccinium scoparium,Vaccinium,Vaccinium scoparium,,,Okanagan
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Pacific Northwest Coast
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,,Hudson Plains
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,,Great Lakes
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Northern Appalachian / Acadian
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Boreal Plains
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,North Cascades
Viburnum edule,Viburnum,Viburnum edule,,,Boreal Plains
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,,Montane Cordillera
Vaccinium parvifolium,Vaccinium,Vaccinium parvifolium,,,North Cascades
Viburnum opulus,Viburnum,Viburnum opulus,,,Boreal Plains
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,,Great Lakes
Vitis riparia,Vitis,Vitis riparia,,,Northern Appalachian / Acadian
Viburnum edule,Viburnum,Viburnum edule,,,North Cascades
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,,Northern Great Plains Steppe
Viburnum edule,Viburnum,Viburnum edule,,,Northern Appalachian / Acadian
Vicia americana,Vicia,Vicia americana,,,Boreal Plains
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,,Superior Mixed Forest
Vicia americana,Vicia,Vicia americana,,,Canadian Rocky Mountains
Vaccinium macrocarpum,Vaccinium,Vaccinium macrocarpum,,,Great Lakes
Viburnum opulus,Viburnum,Viburnum opulus,,,Boreal Shield
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,,Northern Appalachian / Acadian
Viburnum opulus,Viburnum,Viburnum opulus,,,Northern Tallgrass Prairie
Vitis riparia,Vitis,Vitis riparia,,,Northern Tallgrass Prairie
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Montane Cordillera
Viburnum acerifolium,Viburnum,Viburnum acerifolium,,,Boreal Shield
Vicia americana,Vicia,Vicia americana,,,Fescue-Mixed Grass Prairie
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,,Canadian Rocky Mountains
Viburnum opulus,Viburnum,Viburnum opulus,,,Northern Appalachian / Acadian
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,,Northern Tallgrass Prairie
Vicia americana,Vicia,Vicia americana,,,Okanagan
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,,Canadian Rocky Mountains
Viburnum edule,Viburnum,Viburnum edule,,,Aspen Parkland
Viburnum edule,Viburnum,Viburnum edule,,,Okanagan
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,,North Cascades
Yucca glauca,Yucca,Yucca glauca,,,Aspen Parkland
Viburnum dentatum,Viburnum,Viburnum dentatum,,,Great Lakes
Viburnum opulus,Viburnum,Viburnum opulus,,,Superior Mixed Forest
Vicia americana,Vicia,Vicia americana,,,Aspen Parkland
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,,Great Lakes
